session_label,calibration_profile_hash,case_id,case_name,throw_id,command_axis,command_value,pulse_start_s,pulse_duration_s,replay_status,replay_policy,replay_dt_s,replay_command_source,actual_termination_group,sim_first_exit_reason,sim_first_exit_time_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,phi0_deg,theta0_deg,psi0_deg,actual_x_end_m,actual_y_end_m,actual_z_end_m,sim_x_end_m,sim_y_end_m,sim_z_end_m,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_glide_ratio_x_over_altloss,sim_glide_ratio_x_over_altloss,glide_ratio_residual_actual_minus_sim,actual_final_phi_deg,sim_final_phi_deg,actual_final_theta_deg,sim_final_theta_deg,actual_final_psi_deg,sim_final_psi_deg,max_abs_sim_phi_deg,max_abs_sim_theta_deg,max_abs_sim_p_rad_s,max_abs_sim_q_rad_s,max_abs_sim_r_rad_s
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v001,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.99,1.0822502,1.248514459,2.12067046,1.442349325,4.331429774,1.683418274,0.4033580285,-0.5916876406,0.2783062614,-0.8578048971,-0.637777965,-5.086558547,-16.3310964,4.843657986,3.125291161,0.3927941719,5.649599163,1.328058701,0.283310845,3.595143528,4.401084704,-0.8059411761,1.004620702,-0.7926117586,1.79723246,1.049555153,1.15903848,-0.1094833268,0.969789752,1.070952429,-0.1011626765,3.425397434,3.797186013,-0.3717885789,1.156267434,-10.48776655,-9.525560471,14.68752383,-19.6381365,-18.57248442,18.6366175,14.68752383,1.155423537,0.5764590283,0.8578048971
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v002,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.045,1.1385988,1.282419316,2.040891736,1.479950106,4.589359399,0.6226423874,0.3052329553,-0.2698530317,-0.168013863,0.007753475554,-2.118223017,-6.950302658,-4.148907231,5.365923541,2.391235445,0.393870529,7.123991203,1.986681522,0.5781702229,4.083504225,5.841571887,-1.758067662,0.3503437092,-0.0542102139,0.4045539231,1.086079577,0.9017798835,0.1842996938,0.9538738117,0.7920084612,0.1618653505,3.759857298,6.477824571,-2.717967273,-5.40557297,-3.003693108,-10.86139981,4.064210491,-9.013948229,-4.965683585,4.603990685,7.15333937,0.2698530317,0.2060355102,0.3904200698
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v003,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1,1.0095038,1.264145023,2.1037672,1.546616291,3.828827366,0.6045006115,0.6316980748,-0.100084781,0.1554788065,0.0509267603,-1.199816133,2.13415795,-7.476351238,4.225237295,2.252575582,0.3895887884,4.703473532,2.170289561,0.3811967132,2.961092272,3.439328509,-0.4782362369,0.1488083818,0.06652236055,0.08228602122,1.157027502,1.165419577,-0.008392075228,1.146134866,1.154447935,-0.008313069478,2.559223758,2.951150449,-0.391926691,2.176984028,5.157728438,-12.15752526,16.68596056,-4.42714637,7.95680434,5.157728438,16.68596056,0.1499910344,0.4063723994,0.4324096419
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v004,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.865,1.0865236,1.287717601,2.170039157,1.490362653,4.360049276,1.564095846,0.03166564626,-0.06460566629,-0.4368514409,-0.1601302128,6.410150826,-9.506451433,-10.89387627,5.332445831,2.646145412,0.3967577756,7.069757756,2.795609103,0.232106835,4.04472823,5.782040155,-1.737311925,0.4761062548,0.6255699464,-0.1494636916,1.093604877,1.258255818,-0.1646509406,1.006517371,1.158056593,-0.1515392216,3.698527973,4.595281876,-0.8967539031,-7.64891825,0.7120210116,-14.75224888,-0.5273159724,-4.748778573,3.57753275,6.410150826,10.45929192,0.4951899927,0.4368514409,1.088926634
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v005,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.073812,1.249733943,2.095042885,1.550297759,4.128559013,0.9632588229,0.05427418685,-0.1293190446,0.04685729334,-0.3059649249,3.313546796,-1.518962723,-7.697171352,4.760035907,2.515335191,0.3957866345,5.48034982,2.517405671,0.5199990709,3.510301964,4.230615876,-0.7203139123,0.4202923065,0.422362786,-0.002070479555,1.154511124,1.030298688,0.1242124364,1.075152005,0.9594777186,0.115674286,3.040509433,4.106203304,-1.065693871,-14.49700119,10.60611712,-14.76812189,14.92984062,-9.732013738,18.2117353,10.60611712,14.92984062,0.3525184123,0.597621618,0.7928115338
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v006,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,0.98,1.2759417,1.283840267,2.191147199,1.415967952,5.18769646,1.808979066,0.2735891213,-0.1613633123,0.5006832893,-0.1884137294,6.589903103,-2.683867938,-10.68141719,5.823157809,2.57909438,0.3975550019,8.072097089,3.238070374,1.097482152,4.539317543,6.788256822,-2.248939279,0.3879471809,1.046923174,-0.6589759931,1.018412951,0.3184858009,0.6999271496,0.7981657395,0.2496084272,0.5485573123,4.457246484,21.31415844,-16.85691196,-3.563416733,1.513078925,-21.82528603,11.62301928,-2.281238115,8.306045577,6.589903103,11.62301928,0.5720245302,0.5006832893,1.24103722
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v007,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,0.925,1.3306842,1.308852143,2.069284926,1.423418004,5.532721761,1.237635636,0.1972143739,-0.1832383719,0.659258763,-0.5226210516,4.144436704,-4.56458292,-9.087163654,5.97603541,2.503448094,0.3941130699,8.788643474,2.305197783,1.011611485,4.667183267,7.479791332,-2.812608064,0.4341631685,0.2359128576,0.1982503109,1.029304935,0.4118065192,0.6174984154,0.7735155604,0.3094697594,0.464045801,4.534305734,18.16336309,-13.62905736,10.43769566,-0.8696701902,-6.5509105,9.823085668,-1.307564565,-0.07568241352,4.144436704,9.823085668,0.4622575402,0.659258763,0.9509805793
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v008,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.02,1.2316014,1.272363657,2.075107882,1.476109762,4.998634286,1.021500925,0.269886967,-0.4887873504,0.2036736388,-0.07949877915,-0.6147122823,-4.125378717,-10.30900352,5.615350188,2.190842353,0.380526065,7.680446922,1.762601494,0.970858909,4.34298653,6.408083265,-2.065096734,0.1157344709,-0.3125063881,0.428240859,1.095583697,0.5052508526,0.590332844,0.8895602883,0.4102389398,0.4793213486,3.964084665,12.68297368,-8.718889015,7.6630518,-3.19830706,-18.96350776,9.290487568,1.167887004,-7.489243844,4.753502985,9.290487568,0.4887873504,0.2159094126,0.6709667175
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v009,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.2877676,1.266411151,2.164762383,1.548826516,4.999520858,1.185110272,0.3540636086,0.07851105979,0.7823782518,-0.4307779742,3.990776138,2.232568129,-9.96125723,5.115425084,2.501476283,0.3916911215,6.583615284,2.775753908,1.222143331,3.849013933,5.317204133,-1.4681902,0.3367139003,0.6109915248,-0.2742776245,1.157135394,0.3266831851,0.8304522094,0.8985591767,0.2536817863,0.6448773904,3.326329789,16.27633247,-12.95000268,15.61104773,24.52048825,-15.25422837,24.61663019,1.538027462,29.31177489,24.52048825,24.79438347,1.063390615,0.8272054654,0.8827273025
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v010,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.1676584,1.261258504,2.087068075,1.521481343,4.46216642,0.9288613308,0.516746985,-0.4587790367,0.5510324036,0.2795224437,2.128626023,2.191709572,-8.54750747,4.895167426,2.195716618,0.3875531953,5.301158523,2.988368411,0.5189139641,3.633908921,4.039900018,-0.405991097,0.1086485437,0.901300336,-0.7926517923,1.133928147,1.002567379,0.1313607687,0.9711129105,0.8586135967,0.1124993138,3.204708279,4.029554626,-0.8248463472,-2.811439718,27.0772557,-15.4634731,15.15726001,1.053298569,43.82517928,27.0772557,17.68797465,0.8111163566,0.8663827211,0.9160088353
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v011,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.05,1.1997485,1.266200549,2.041535338,1.578809365,4.790958624,1.101735688,-0.05951377408,-0.1445983103,-0.05382749838,0.2025128742,5.833369868,-2.679817246,-8.866884937,5.81038275,2.063038089,0.3966808181,7.342688974,2.859791725,0.978465221,4.544182201,6.076488425,-1.532306224,0.02150275111,0.8182563868,-0.7967536356,1.182128546,0.6003441435,0.5817844029,0.9853136273,0.50039166,0.4849219673,3.844067733,10.12167519,-6.277607461,-0.6139885987,4.429661129,-21.60405858,8.004470041,6.702532021,11.20438829,5.833369868,8.004470041,0.3267350675,0.2089723645,0.9001377313
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v012,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.186365,1.313589342,2.053670839,1.540145669,4.797448282,0.4876684438,0.6433408596,-0.5120547069,1.126428865,0.702384911,-2.833251244,5.622311552,-5.151403541,4.818744334,1.920452313,0.388226111,4.902124038,2.399161854,0.5685695967,3.505154992,3.588534696,-0.08337970345,-0.1332185263,0.3454910152,-0.4787095415,1.151919558,0.9715760726,0.1803434857,0.9709655615,0.8189520701,0.1520134914,3.042881742,3.693519012,-0.6506372699,6.401281876,14.03823013,-15.66466258,32.03213302,0.788248556,22.20458789,14.43329421,32.03213302,0.5906395778,1.285129511,0.7574715561
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v013,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.105,1.3377003,1.253748132,2.074237394,1.594311152,4.728599015,0.8345013308,-0.5812027977,-0.3819178844,-0.04021811502,-0.1391659467,4.135066921,-1.170046129,-6.921891907,5.964769962,2.423937265,0.3870037739,7.597723349,2.589230057,1.188678065,4.711021829,6.343975217,-1.632953387,0.3496998711,0.5149926636,-0.1652927925,1.207307379,0.4056330876,0.801674291,0.9025245629,0.3032316638,0.5992928992,3.902089818,15.6396887,-11.73759888,-0.07726395253,1.074532923,-23.1672557,22.49464306,-5.259805108,6.612497323,4.135066921,22.49464306,0.3819178844,0.9184936276,0.6586615538
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v014,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.06,1.125196,1.263018052,2.131562858,1.46806759,4.551469718,1.381281394,-0.08324873971,-0.1697356117,0.1333463154,-0.212903832,9.957521886,-4.673572643,-10.80463524,5.200159855,2.289752961,0.3902233441,6.934530412,2.991836377,0.7242468518,3.937141804,5.67151236,-1.734370557,0.1581901036,0.8602735193,-0.7020834157,1.077844246,0.7438207387,0.3340235077,0.9579168842,0.6610588188,0.2968580653,3.652792894,7.624837633,-3.972044739,-6.16990999,5.894645785,-8.527037988,6.285935206,6.667815189,12.63362508,9.957521886,6.285935206,0.4722281857,0.2128960949,1.108742449
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v015,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.0201985,1.282376027,2.150113826,1.528979371,4.623433357,0.4876545169,0.2529554432,-0.0501449105,-0.1768286541,0.9828316735,1.019767638,-6.803587441,-2.780158907,5.144127907,1.701779873,0.3981102432,6.478732534,2.755951408,0.651663798,3.86175188,5.196356507,-1.334604627,-0.4483339525,0.6058375825,-1.054171535,1.130869128,0.8773155733,0.2535535548,1.108479505,0.8599459549,0.2485335499,3.41485304,5.923018656,-2.508165615,18.1202276,2.527205814,-6.795724909,2.864026036,13.87400101,7.757871313,4.170524638,7.086489119,0.2471780645,0.2086285929,0.9917426494
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v016,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.2229588,1.273660315,2.09135221,1.527515192,4.828104012,1.429594194,0.4065069789,-0.05761573027,0.5783287371,-0.4214631321,1.816677215,-0.6895725479,-13.70578911,5.291228892,2.659176315,0.3903005886,6.323104108,2.345202894,1.065889501,4.017568577,5.049443792,-1.031875215,0.5678241053,0.2538506843,0.313973421,1.137214604,0.4616256909,0.6755889128,0.9298879109,0.3774662653,0.5524216456,3.532814795,10.93839423,-7.405579431,17.12836239,24.2780584,-22.34062081,25.99463599,-10.03082926,25.40148772,24.2780584,26.04200143,1.158353684,1.031953088,0.9233110825
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v017,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.005,1.2451841,1.301497512,2.121591348,1.510517526,4.682130016,2.156782101,-0.1057216422,-0.2683403829,-0.08930354113,-0.7625171749,2.221077987,-6.435310017,-18.75089729,5.983224133,2.985888293,0.3769307208,7.832764292,1.599219168,0.9174196429,4.681726621,6.53126678,-1.849540159,0.8642969447,-0.52237218,1.386669125,1.133586805,0.5930978832,0.5404889222,0.9103768715,0.4763134087,0.4340634627,4.130011569,11.0121229,-6.882111328,10.20616197,-6.451561966,-15.01093696,8.521655119,-8.493367821,-16.33612627,11.15848268,8.521655119,0.7617727155,0.2397523096,1.244407793
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v018,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.03,1.2761834,1.289662653,2.09431263,1.503139351,4.95692752,1.51774577,-0.0100985756,-0.2379778515,0.5267615965,0.02719930795,6.966938262,-2.416708978,-10.65595296,5.810377701,2.131646367,0.3967101877,7.77995746,3.146073672,1.114903894,4.520715048,6.490294806,-1.969579759,0.03733373632,1.051761042,-1.014427305,1.106429163,0.3882354572,0.718193706,0.8669828828,0.3042160376,0.5627668452,4.08586035,16.71741899,-12.63155864,-6.834150709,3.951736873,-16.80718415,11.64808229,8.644473117,12.0872725,6.966938262,11.64808229,0.466191006,0.5267615965,1.117178497
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v019,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.0940274,1.258235466,2.152350751,1.479674169,4.472630901,1.171145417,0.1508608602,-0.2538357415,0.008051806672,0.1130369088,5.630616152,-3.70163475,-9.924875012,5.094107921,2.260514362,0.3903843011,6.564283346,2.786824805,0.867805821,3.835872456,5.30604788,-1.470175425,0.1081636117,0.634474054,-0.5263104423,1.089289868,0.6118683478,0.4774215199,0.9956696402,0.559280643,0.4363889971,3.521443253,8.671878354,-5.1504351,-2.841553181,4.973312851,-14.38291376,9.349909288,4.391044899,10.2439889,5.704211623,9.349909288,0.3558666994,0.2935456093,0.9060154596
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v020,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.1946584,1.269532059,2.133984584,1.425908949,4.954493084,1.432150226,0.6579508208,-0.6753151275,0.6344623148,-0.5212436402,-1.375535003,-1.299111007,-11.71889329,5.311817352,2.917567509,0.3922195312,5.918200251,1.872066726,0.7789422948,4.042285293,4.648668192,-0.6063828988,0.7835829247,-0.2619178577,1.045500782,1.033689418,0.6469666543,0.3867227637,0.8652594064,0.5415494959,0.3237099104,3.910541428,7.18532889,-3.274787461,6.889521886,1.95691621,-21.41081304,30.1191662,-15.78095515,-1.012081842,10.00149293,30.1191662,0.6753151275,1.139807474,0.8024288517
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v021,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.2683023,1.293810037,2.087974345,1.564544854,4.784982621,1.397743694,0.4851499195,-0.3795438856,0.7675613304,0.1208873864,5.281453162,7.937318284,-10.79547371,4.914629739,2.345234497,0.3918342068,5.279886782,3.646410951,0.5818876431,3.620819701,3.986076744,-0.3652570429,0.257260152,1.558436606,-1.301176454,1.172710647,0.9826572104,0.1900534363,0.9246302295,0.774781541,0.1498486885,3.087564448,4.056426495,-0.9688620468,1.988866747,41.52796422,-29.75277501,0.7039753496,-2.324411962,71.8514056,41.59879199,22.56617631,0.9254972667,0.9410563594,1.643812489
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v022,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,0.98,1.3026617,1.2962423,2.086298445,1.552412113,4.852397709,1.431725945,-0.4892960428,-0.2679959668,-0.4348080708,-0.6705522378,6.231255759,-5.845581457,-14.5784545,6.13345902,2.311217882,0.3965026532,8.405847799,1.8269084,0.6713464177,4.83721672,7.109605499,-2.272388779,0.2249194368,-0.2593900454,0.4843094822,1.155909459,0.8810656948,0.2748437646,0.8873443192,0.6763580251,0.2109862941,4.184771291,8.06932507,-3.884553779,19.58903227,-1.984456616,-8.384625717,5.548177606,5.674332016,-7.435964692,6.231255759,6.727889491,0.5601744092,0.4348080708,1.086222958
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v023,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.01,1.1649905,1.257258786,2.144886512,1.429300185,4.842359258,1.885268751,0.2193530219,-0.6524967953,0.1991864376,-0.7969515431,3.10528643,-6.286074184,-15.73911968,5.539664805,3.27614627,0.3900794495,7.379643943,1.779394303,0.9132755091,4.282406019,6.122385157,-1.839979138,1.131259758,-0.3654922083,1.496751966,1.039220736,0.516024676,0.5231960595,0.8920422404,0.4429432481,0.4490989923,4.12078577,11.86452013,-7.743734361,17.27391596,-5.069798355,-20.9514875,9.196234745,-19.60289384,-12.21679029,9.862419259,9.196234745,0.7195581876,0.2659261544,1.140040685
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v024,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,0.93,1.235884,1.306256582,2.077102077,1.38860105,5.185188125,1.698801732,0.1283542105,-0.7245069493,-0.0488780483,-0.9449583944,6.233836058,-7.380050057,-15.34099276,5.739204812,2.607122408,0.3998240553,8.365950819,1.633125673,0.5876927444,4.43294823,7.059694237,-2.626746007,0.5300203303,-0.4439764044,0.9739967346,0.9887769943,0.8009083052,0.1878686891,0.8000564732,0.6480448855,0.1520115877,4.483263926,8.81460985,-4.331345924,19.05047602,-3.957496146,-11.58975375,5.539493671,0.2663080916,-11.8034234,7.880982116,7.380050057,0.7245069493,0.184915296,1.223141138
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v025,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,0.98,1.3583783,1.308977008,2.068617232,1.444943417,5.681339266,1.210246202,0.278348777,-0.07490372258,0.9003813751,-0.8225295385,7.249730345,0.7192528279,-10.78014227,5.780607423,2.120734157,0.3886503037,8.264314077,2.313601095,1.610754226,4.471630415,6.955337069,-2.483706654,0.05211692424,0.2449838625,-0.1928669382,1.056293113,-0.1658108098,1.222103923,0.7776133591,-0.1220652669,0.899678626,4.23332346,-41.94742839,46.18075185,27.9874181,-1.29645524,-25.85850117,23.79553233,12.44473172,1.65590015,7.249730345,23.79553233,0.540775051,0.9003813751,1.082898912
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v026,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,front_wall,front_wall,0.86,1.4613187,1.262633103,2.024268499,1.350135612,5.965119766,1.011350954,-0.07764114252,-0.487981018,0.9255798315,0.1928272951,4.213714995,-7.180549331,-9.167275574,6.604973652,1.468865259,0.4837100367,10.31472769,2.423087546,0.5857261617,5.342340549,9.052094584,-3.709754035,-0.5554032401,0.3988190469,-0.954222287,0.8664255758,0.7644094508,0.102016125,0.5929066505,0.5230956469,0.0698110036,6.165954351,11.84194488,-5.675990532,-16.82314097,2.237660947,-19.31603654,6.296682978,12.21085402,6.093419067,4.213714995,7.180549331,0.487981018,0.9255798315,0.812415805
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v027,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.2,1.3228131,1.273461869,2.086693408,1.453127062,5.098216582,1.426511978,0.4491308255,-0.387414098,1.031376541,-0.0131511788,5.79574417,2.394182673,-11.01559497,5.40855848,2.267371651,0.396636432,6.920672377,3.109514978,1.289255789,4.135096611,5.647210508,-1.512113897,0.1806782431,1.022821571,-0.8421433275,1.05649063,0.1638712726,0.8926193574,0.7986696155,0.1238808964,0.6747887191,3.913992698,34.46125985,-30.54726716,3.481018347,18.57512635,-10.99486973,25.80597404,1.802550611,27.64032072,18.57512635,25.80597404,0.6180261917,1.031376541,1.039332703
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v028,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,0.925,1.4047216,1.257533018,2.103211301,1.375457455,5.577017401,1.552305939,0.2752917343,-0.2782624047,0.6180789626,-0.08832250113,4.680065819,-3.836344156,-8.912987187,6.113026733,2.542069401,0.3895156446,9.167626561,3.046490521,1.01990408,4.855493714,7.910093543,-3.054599828,0.4388580998,0.9432792196,-0.5044211198,0.9859418106,0.3555533748,0.6303884358,0.70187702,0.2531130544,0.4487639656,4.924726452,22.24727454,-17.32254809,14.36080793,0.9177228994,-18.63621887,10.64095622,-2.167759568,8.591835432,4.680065819,10.64095622,0.4872687876,0.6180789626,1.106285774
20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v029,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,front_wall,front_wall,0.8,1.3506091,1.282081343,2.093689859,1.337127815,6.345637463,1.150580506,-0.03611904591,-0.2674963762,0.7781245289,0.2182727827,8.419886461,-8.570275628,-7.692370565,6.602842074,1.463492553,0.8289792968,10.38193752,3.323099652,0.1074735409,5.320760731,9.099856178,-3.779095447,-0.6301973053,1.229409793,-1.859607099,0.5081485181,1.229654274,-0.7215057559,0.3762365573,0.9104442388,-0.5342076815,10.4708772,7.400337128,3.070540069,-13.08580495,4.853454458,-10.59246846,1.136288996,20.23783066,13.8950844,8.419886461,8.570275628,0.36880896,0.7781245289,0.976959344
