surface_axis,alpha_regime,candidate_id,candidate_scale,active_scale,fit_split,evidence_replay_count,positive_count,negative_count,primary_metric,primary_response_mae,same_surface_attitude_mae_deg,dx_mae_m,dy_mae_m,altitude_loss_mae_m,trajectory_mae_m,closeness_to_1p0,selection_rank,selected,fit_status,claim_boundary
aileron,normal,STG_aileron_normal_s0p4,0.4,0.65,all,4,4,0,peak_p_rad_s,0.8351884742,4.982201485,0.8143426644,0.5022600949,0.7827055207,0.6997694266,0.6,13,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,transition,STG_rudder_transition_s0p65,0.65,0.45,all,38,19,19,peak_r_rad_s,0.4113582689,8.181438892,0.2560623455,0.4452348631,0.1703321492,0.2905431193,0.35,6,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,transition,STG_rudder_transition_s0p7,0.7,0.45,all,38,19,19,peak_r_rad_s,0.4136275796,8.273867405,0.2559776628,0.4453849123,0.1703039541,0.2905555097,0.3,7,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,transition,STG_rudder_transition_s0p75,0.75,0.45,all,38,19,19,peak_r_rad_s,0.4163954552,8.355924352,0.255920778,0.4455173891,0.1702850897,0.2905744189,0.25,8,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,transition,STG_rudder_transition_s0p8,0.8,0.45,all,38,19,19,peak_r_rad_s,0.4189714615,8.423836049,0.2559045837,0.4456306102,0.1702779935,0.2906043958,0.2,9,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,transition,STG_rudder_transition_s0p85,0.85,0.45,all,38,19,19,peak_r_rad_s,0.4211691632,8.482044455,0.2559324565,0.4457101476,0.1702827004,0.2906417682,0.15,10,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,transition,STG_rudder_transition_s0p9,0.9,0.45,all,38,19,19,peak_r_rad_s,0.4231582499,8.53080718,0.2559892377,0.4457489152,0.1702957259,0.2906779596,0.1,11,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,transition,STG_rudder_transition_s0p95,0.95,0.45,all,38,19,19,peak_r_rad_s,0.4250151404,8.571399724,0.2560568593,0.4457401042,0.1703134043,0.2907034559,0.05,12,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,transition,STG_rudder_transition_s1,1,0.45,all,38,19,19,peak_r_rad_s,0.4268471773,8.607956239,0.2561308893,0.4456865231,0.1703340586,0.290717157,0,13,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p4,0.4,0.45,all,20,10,10,peak_r_rad_s,0.4235430668,7.230413702,0.2057760497,0.5440503147,0.1254812222,0.2917691955,0.6,1,True,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p45,0.45,0.45,all,20,10,10,peak_r_rad_s,0.4271357805,7.185371689,0.2063153321,0.5465884498,0.1254642586,0.2927893468,0.55,2,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p5,0.5,0.45,all,20,10,10,peak_r_rad_s,0.4345499749,7.359376571,0.2069098056,0.5489272489,0.1254657631,0.2937676059,0.5,3,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p55,0.55,0.45,all,20,10,10,peak_r_rad_s,0.4563350086,7.751990948,0.2075421168,0.5510054368,0.1255299731,0.2946925089,0.45,4,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p6,0.6,0.45,all,20,10,10,peak_r_rad_s,0.4675554304,8.138015357,0.2081905965,0.5527533328,0.125579269,0.2955077328,0.4,5,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p65,0.65,0.45,all,20,10,10,peak_r_rad_s,0.4788464895,8.648425116,0.2088303489,0.554115303,0.125613712,0.2961864547,0.35,6,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p7,0.7,0.45,all,20,10,10,peak_r_rad_s,0.4900312326,9.223753235,0.2094271395,0.5550597084,0.1256346942,0.2967071807,0.3,7,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p75,0.75,0.45,all,20,10,10,peak_r_rad_s,0.5008016614,9.77327451,0.2099533757,0.5556161801,0.1256467279,0.2970720946,0.25,8,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p8,0.8,0.45,all,20,10,10,peak_r_rad_s,0.5121419956,10.2991238,0.2103878507,0.5558505767,0.125668626,0.2973023511,0.2,9,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p85,0.85,0.45,all,20,10,10,peak_r_rad_s,0.5248891023,10.84832806,0.2107417394,0.5558637319,0.1257082594,0.2974379102,0.15,10,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p9,0.9,0.45,all,20,10,10,peak_r_rad_s,0.5361712218,11.36537912,0.2110478715,0.5557629311,0.1257405024,0.2975171017,0.1,11,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s0p95,0.95,0.45,all,20,10,10,peak_r_rad_s,0.5495546287,11.85500085,0.2113654934,0.555629195,0.125770756,0.2975884814,0.05,12,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
rudder,post_stall,STG_rudder_post_stall_s1,1,0.45,all,20,10,10,peak_r_rad_s,0.5660029309,12.3234831,0.2117196697,0.5555146708,0.1258039168,0.2976794191,0,13,False,candidate_scored_all_available_data,stage-wise all-data surface-effectiveness replay candidate; diagnostic pending post-analysis
