candidate_id,selection_class,sweep_stage,split,score,longitudinal_score,lateral_score,parameter_count,lateral_parameter_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg,parameter_updates_json
joint_0082_post_stall_cm_1,,post_stall_cm,train,14.37229758,7.143426896,7.228870681,4,0,0.3497045038,1.469566068,0.3102873213,0.2158943979,26.07595134,12.33073559,32.22310252,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0083_post_stall_cm_1.25,,post_stall_cm,train,14.93106314,7.623274933,7.307788212,4,0,0.4069562162,1.468435188,0.3074456271,0.2141216501,25.89922141,15.63490819,33.95394819,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.09482343232807214, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0084_post_stall_cm_1.5,,post_stall_cm,train,15.68173143,8.211575275,7.47015616,4,0,0.4713611829,1.466055038,0.3066722127,0.2146743937,26.72240311,19.38025622,35.73700469,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.11378811879368655, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0085_post_stall_cm_0,,post_stall_cm,train,15.38090318,7.368875193,8.012027988,4,0,0.2862130413,1.491815686,0.3402824684,0.2422517094,35.19911858,11.56627391,31.74519848,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.038077059319331585}"
joint_0086_post_stall_cm_0.5,,post_stall_cm,train,14.63796312,7.077452103,7.560511015,5,0,0.2967140772,1.475105481,0.329130564,0.2323849168,30.82544151,10.21801312,30.84681679,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.037929372931228854, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.038077059319331585}"
joint_0087_post_stall_cm_0.75,,post_stall_cm,train,14.31295171,6.982770168,7.330181539,5,0,0.3137415144,1.469495339,0.3201640067,0.2242955524,28.08663967,10.25976207,31.03349462,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.038077059319331585}"
joint_0088_post_stall_cm_1,,post_stall_cm,train,14.41081876,7.170673308,7.240145456,5,0,0.3487618874,1.466632041,0.313238244,0.2181009265,26.42101184,12.16805718,32.0258188,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.038077059319331585}"
joint_0089_post_stall_cm_1.25,,post_stall_cm,train,14.93059303,7.632764448,7.297828577,5,0,0.4034239679,1.46531674,0.3107836525,0.2165073245,26.08951498,15.33080873,33.6139723,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.09482343232807214, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.038077059319331585}"
joint_0090_post_stall_cm_1.5,,post_stall_cm,train,15.62488341,8.184853152,7.440030257,5,0,0.4626276927,1.464560078,0.3089769518,0.2165484037,26.60233028,19.02468875,35.4346461,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.11378811879368655, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.038077059319331585}"
joint_0091_post_stall_cm_0,,post_stall_cm,train,15.45316723,7.394276633,8.058890596,3,0,0.2882720087,1.50227743,0.3497150531,0.2508599722,35.71292888,10.10478107,31.39954018,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0092_post_stall_cm_0.5,,post_stall_cm,train,14.6351911,7.043800696,7.591390407,4,0,0.2934284747,1.480472797,0.3323976217,0.2355240541,31.2533356,9.40485058,30.54611207,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.037929372931228854, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0093_post_stall_cm_0.75,,post_stall_cm,train,14.31156244,6.964709896,7.34685254,4,0,0.3100914789,1.4735771,0.3214637967,0.2257371315,28.26244971,9.948353451,30.90658714,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0094_post_stall_cm_1,,post_stall_cm,train,14.39052784,7.142481139,7.2480467,4,0,0.3430410685,1.470240025,0.3127739944,0.2180008689,26.40121977,12.12552268,32.05340992,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0095_post_stall_cm_1.25,,post_stall_cm,train,14.90945711,7.60183908,7.307618029,4,0,0.398192854,1.468903048,0.3093299732,0.2156612032,26.00339517,15.40167757,33.77590983,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.09482343232807214, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0096_post_stall_cm_1.5,,post_stall_cm,train,15.6314013,8.170223875,7.461177429,4,0,0.460874538,1.467314567,0.3075428974,0.2155234587,26.65846915,19.1588335,35.62090732,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.11378811879368655, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0097_post_stall_cm_0,,post_stall_cm,train,15.52818262,7.428235976,8.099946641,4,0,0.2862733938,1.496430368,0.3432917665,0.2448377543,35.96482977,11.64849065,31.99458016,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.02855779448949869}"
joint_0098_post_stall_cm_0.5,,post_stall_cm,train,14.76964129,7.127547794,7.642093492,5,0,0.2941015213,1.477610911,0.3320147691,0.2348561775,31.67767749,10.31857873,30.93673016,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.037929372931228854, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.02855779448949869}"
joint_0099_post_stall_cm_0.75,,post_stall_cm,train,14.4044968,7.016241711,7.388255088,5,0,0.3096054923,1.470812733,0.323106064,0.2268338669,28.77836121,10.233342,30.98854047,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.02855779448949869}"
joint_0100_post_stall_cm_1,,post_stall_cm,train,14.44663779,7.179542422,7.267095364,5,0,0.34211839,1.467102067,0.3160638927,0.2204677861,26.82612147,12.00604156,31.88445167,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.02855779448949869}"
joint_0101_post_stall_cm_1.25,,post_stall_cm,train,14.94041084,7.634465809,7.305945034,5,0,0.395861509,1.465088359,0.3138812161,0.2189571488,26.33345001,15.09679156,33.40330121,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.09482343232807214, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.02855779448949869}"
joint_0102_post_stall_cm_1.5,,post_stall_cm,train,15.58620299,8.151831564,7.43437143,5,0,0.4529131966,1.465283876,0.3108808132,0.2182180664,26.64533833,18.69266801,35.23932321,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.11378811879368655, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.02855779448949869}"
joint_0103_post_stall_cmq_0,,post_stall_cmq,train,14.18745718,6.940079724,7.247377456,5,0,0.3217596986,1.468043734,0.3149322365,0.2198189173,27.004212,10.44922918,31.22472684,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0104_post_stall_cmq_0.5,,post_stall_cmq,train,14.38222222,6.909810466,7.472411749,6,0,0.3074719007,1.473147518,0.3209298821,0.2251896044,29.78310499,9.585924025,30.90285327,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0105_post_stall_cmq_0.75,,post_stall_cmq,train,14.56791319,6.953952775,7.613960416,6,0,0.3013381812,1.477962431,0.3251112981,0.2287801573,31.31754758,9.524297806,30.95646887,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0106_post_stall_cmq_1,,post_stall_cmq,train,14.66662377,6.998806404,7.667817369,6,0,0.2967727371,1.483654653,0.329945805,0.2330530662,31.82535877,9.294849095,30.93648838,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0107_post_stall_cmq_1.25,,post_stall_cmq,train,14.66890137,7.000513027,7.668388338,6,0,0.296195377,1.484459571,0.3307288502,0.2337456038,31.8106462,9.196653149,30.93663794,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0108_post_stall_cmq_0,,post_stall_cmq,train,14.24095272,6.957218111,7.283734606,5,0,0.3178212027,1.468610576,0.3174101608,0.2219188027,27.49774608,10.33541401,31.11618075,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0109_post_stall_cmq_0.5,,post_stall_cmq,train,14.46770804,6.941530518,7.526177526,6,0,0.3042159011,1.474352534,0.3234229722,0.2273549341,30.42424179,9.587367378,30.86073141,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0110_post_stall_cmq_0.75,,post_stall_cmq,train,14.65554341,6.996085568,7.65945784,6,0,0.29827979,1.479514001,0.3275876327,0.230939569,31.84814512,9.625269728,30.9174634,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0111_post_stall_cmq_1,,post_stall_cmq,train,14.74162853,7.034241523,7.707387011,6,0,0.2942504233,1.485382412,0.3323504602,0.2351842156,32.24865824,9.319774545,30.94468236,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0112_post_stall_cmq_1.25,,post_stall_cmq,train,14.74501878,7.038029201,7.706989577,6,0,0.293675212,1.486203406,0.3332673964,0.2359935319,32.22041862,9.219482048,30.94704822,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0113_post_stall_cmq_0,,post_stall_cmq,train,14.24725312,6.946516297,7.300736821,4,0,0.3140315159,1.472189903,0.3184715317,0.2231194178,27.66242269,10.14620968,31.03203263,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0114_post_stall_cmq_0.5,,post_stall_cmq,train,14.43037237,6.896736909,7.533635464,5,0,0.3020073443,1.478068482,0.3250850442,0.2290405543,30.63988278,8.905981834,30.5228749,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0115_post_stall_cmq_0.75,,post_stall_cmq,train,14.54960036,6.916749577,7.632850779,5,0,0.2968286787,1.483505182,0.3307419903,0.2339685665,31.81120575,8.314517298,30.33429811,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0116_post_stall_cmq_1,,post_stall_cmq,train,14.52312102,6.928264203,7.594856821,5,0,0.2931080731,1.489233112,0.3373373206,0.2397538318,31.32813614,7.425546359,30.14589409,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0117_post_stall_cmq_1.25,,post_stall_cmq,train,14.50869177,6.934622232,7.57406954,5,0,0.2926555997,1.489980379,0.3388141157,0.2410357802,31.09688262,7.252948002,30.08871263,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0118_post_stall_cmq_0,,post_stall_cmq,train,14.31156244,6.964709896,7.34685254,4,0,0.3100914789,1.4735771,0.3214637967,0.2257371315,28.26244971,9.948353451,30.90658714,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0119_post_stall_cmq_0.5,,post_stall_cmq,train,14.51361821,6.930578995,7.583039218,5,0,0.2984611787,1.480119801,0.3284497288,0.2320156854,31.25472689,8.784704733,30.40782354,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0120_post_stall_cmq_0.75,,post_stall_cmq,train,14.60390676,6.941826555,7.6620802,5,0,0.2939660038,1.485855002,0.3340377149,0.2369123488,32.16676182,8.09168763,30.23310078,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0121_post_stall_cmq_1,,post_stall_cmq,train,14.54540842,6.948847255,7.596561162,5,0,0.2902325632,1.491590887,0.3406482869,0.2427350464,31.37033561,7.153191893,30.01896203,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0122_post_stall_cmq_1.25,,post_stall_cmq,train,14.53366748,6.960042547,7.573624933,5,0,0.2899049364,1.492294319,0.3423492165,0.244211267,31.11370937,6.986699508,29.96291197,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.04759632414916448}"
joint_0123_post_stall_cmq_0,,post_stall_cmq,train,14.31295171,6.982770168,7.330181539,5,0,0.3137415144,1.469495339,0.3201640067,0.2242955524,28.08663967,10.25976207,31.03349462,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.038077059319331585}"
joint_0124_post_stall_cmq_0.5,,post_stall_cmq,train,14.56901023,6.982734866,7.586275361,6,0,0.3008866173,1.475950191,0.3261592817,0.229720301,31.10672852,9.645824501,30.85485605,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.038077059319331585}"
joint_0125_post_stall_cmq_0.75,,post_stall_cmq,train,14.75503748,7.043652886,7.711384593,6,0,0.2956604888,1.48142685,0.3304021042,0.2334005273,32.41501313,9.707617822,30.92532898,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.038077059319331585}"
joint_0126_post_stall_cmq_1,,post_stall_cmq,train,14.82027146,7.071780599,7.748490864,6,0,0.2917295581,1.487465437,0.3349755141,0.2374994523,32.66774606,9.32891598,30.97259897,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.038077059319331585}"
joint_0127_post_stall_cmq_1.25,,post_stall_cmq,train,14.82349853,7.076887256,7.746611273,6,0,0.29117782,1.488293393,0.3359959236,0.238397513,32.62112296,9.22353363,30.97558273,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.05689405939684328, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""transition_pitch_moment_bias_coeff"": 0.038077059319331585}"
joint_0128_post_stall_cmq_0,,post_stall_cmq,train,14.37229758,7.143426896,7.228870681,4,0,0.3497045038,1.469566068,0.3102873213,0.2158943979,26.07595134,12.33073559,32.22310252,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0129_post_stall_cmq_0.5,,post_stall_cmq,train,14.10671294,6.827497165,7.279215772,5,0,0.3334924013,1.471820537,0.3119249974,0.217342439,27.31511167,9.430564585,31.18039491,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0130_post_stall_cmq_0.75,,post_stall_cmq,train,14.12386803,6.731375668,7.392492364,5,0,0.3256380698,1.474395514,0.3145567613,0.2196211805,28.9187678,8.283972863,30.71089028,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 2.8940578993344905, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0131_post_stall_cmq_1,,post_stall_cmq,train,14.13447792,6.668370015,7.466107904,5,0,0.319045602,1.47843971,0.3199881947,0.2243448133,30.10570729,6.948682531,30.09379292,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 3.8587438657793207, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0132_post_stall_cmq_1.25,,post_stall_cmq,train,14.12469551,6.665374557,7.459320953,5,0,0.3183600829,1.479069808,0.3210063812,0.2252227116,30.07776521,6.768939882,29.98833703,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 4.0, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0133_post_lift_drag_0,,post_lift_drag_cleanup,train,14.10671294,6.827497165,7.279215772,5,0,0.3334924013,1.471820537,0.3119249974,0.217342439,27.31511167,9.430564585,31.18039491,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0134_post_lift_drag_0.5,,post_lift_drag_cleanup,train,14.23118506,7.065074581,7.166110474,7,0,0.3746437914,1.457358231,0.3222572298,0.2266256795,26.25430455,8.645282321,31.31420247,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.02557521809374836, ""post_stall_lift_residual_coeff"": -0.007940876209738794, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0135_post_lift_drag_0.75,,post_lift_drag_cleanup,train,14.33513989,7.218781616,7.116358277,7,0,0.3986478108,1.450452339,0.3283025362,0.2320620783,25.78616999,8.334803285,31.39710042,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.038362827140622544, ""post_stall_lift_residual_coeff"": -0.01191131431460819, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0136_post_lift_drag_1,,post_lift_drag_cleanup,train,14.44763884,7.376667143,7.070971696,7,0,0.4231339574,1.443790591,0.3343145817,0.2374684222,25.35933705,8.055815496,31.48686132,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.05115043618749672, ""post_stall_lift_residual_coeff"": -0.015881752419477587, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
joint_0137_post_lift_drag_1.25,,post_lift_drag_cleanup,train,14.57589681,7.546274602,7.029622204,7,0,0.4489240928,1.437389596,0.3406187943,0.2430779417,24.97131025,7.805915893,31.58065045,"{""attached_pitch_moment_bias_coeff"": 0.11309832420327923, ""post_stall_drag_residual_coeff"": 0.0639380452343709, ""post_stall_lift_residual_coeff"": -0.019852190524346985, ""post_stall_pitch_damping_coeff"": 1.9293719328896604, ""post_stall_pitch_moment_coeff"": 0.07585874586245771, ""post_stall_residual_blend_full_alpha_deg"": 22.0, ""transition_pitch_moment_bias_coeff"": 0.05711558897899738}"
