environment_block_id,library_size_case_id,policy_id,history_length,launch_speed_bin_id,source_validation_run_count,source_validation_run_labels,launch_count,launch_speed_bin_min_m_s,launch_speed_bin_max_m_s,launch_speed_bin_label,start_energy_feasibility_threshold_m_s,start_energy_group_basis,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r11_l4_local_fan_position_uncertainty,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_6_0_to_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,37,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,31,0.8378378378378378,33,0.8918918918918919,0,0.0,31,0.8378378378378378,5,0.13513513513513514,0,0.0,37,1.0,1,0.02702702702702703,3,0.08108108108108109,0,0.0,3,0.08108108108108109,0,0.0,33,0.8918918918918919,37,1.0,0,0.0,0,0.0,6.506391804796203,6.028526570094748,6.979864483039106,102.42067686107434,134.52152313457495,1.0540540540540537,0.8945945945945947,2.48241547536383,2.082415475363831,16.005546908466247,0.0017602223923202161,0.6715170255575816,-1.238102464437727,1.2398626868300473
r11_l4_local_fan_position_uncertainty,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_4_0_to_5_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,31,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,8,0.25806451612903225,9,0.2903225806451613,0,0.0,8,0.25806451612903225,3,0.0967741935483871,14,0.45161290322580644,17,0.5483870967741935,6,0.1935483870967742,2,0.06451612903225806,0,0.0,16,0.5161290322580645,14,0.45161290322580644,9,0.2903225806451613,31,1.0,2,0.06451612903225806,0,0.0,4.545967336221252,4.1060983395932,4.9393583014014855,22.10373416414157,0.0,1.2548387096774194,1.064516129032258,1.4489137314920992,1.048913731492099,3.0449356264007896,0.007518357171132843,0.8414947183561133,-1.2081859061709357,1.2157042633420687
r11_l4_local_fan_position_uncertainty,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,40,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,22,0.55,30,0.75,0,0.0,22,0.55,10,0.25,0,0.0,40,1.0,2,0.05,8,0.2,6,0.15,8,0.2,6,0.15,30,0.75,40,1.0,1,0.025,0,0.0,5.521251456839984,5.074888455000787,5.964701744631371,44.39043976416122,123.42281983632171,1.2955,1.1365000000000003,1.8520803835443875,1.4520803835443874,8.388918902540848,0.0008671855505309325,0.9494131021057054,-1.252623120343877,1.253490305894408
r11_l5_active_fan_count_uncertainty,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_6_0_to_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,37,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,26,0.7027027027027027,31,0.8378378378378378,0,0.0,26,0.7027027027027027,5,0.13513513513513514,0,0.0,37,1.0,2,0.05405405405405406,4,0.10810810810810811,4,0.10810810810810811,4,0.10810810810810811,4,0.10810810810810811,31,0.8378378378378378,27,0.7297297297297297,0,0.0,0,0.0,6.506391804796202,6.028526570094748,6.979864483039106,71.48800847182126,122.5167952511256,1.0059459459459457,0.5086486486486487,2.3921147197383235,1.9921147197383238,13.311233470794988,0.0023683570761628948,0.37459732495716797,-1.3284032200632334,1.3307715771393964
r11_l5_active_fan_count_uncertainty,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_4_0_to_5_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,31,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,3,0.0967741935483871,4,0.12903225806451613,0,0.0,3,0.0967741935483871,1,0.03225806451612903,23,0.7419354838709677,8,0.25806451612903225,4,0.12903225806451613,0,0.0,0,0.0,23,0.7419354838709677,23,0.7419354838709677,4,0.12903225806451613,21,0.6774193548387096,0,0.0,0,0.0,4.545967336221252,4.1060983395932,4.9393583014014855,7.057119561551384,0.0,1.1238709677419354,0.5470967741935484,1.524925095257845,1.1249250952578451,1.0564941801232635,0.0013652117668449613,0.3909345303890251,-1.1321745424051897,1.1335397541720347
r11_l5_active_fan_count_uncertainty,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_ge_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,52,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,41,0.7884615384615384,46,0.8846153846153846,0,0.0,41,0.7884615384615384,5,0.09615384615384616,0,0.0,52,1.0,2,0.038461538461538464,4,0.07692307692307693,4,0.07692307692307693,4,0.07692307692307693,4,0.07692307692307693,46,0.8846153846153846,39,0.75,4,0.07692307692307693,0,0.0,7.572313176412761,7.025729538848876,8.113857356532092,87.38575766261194,123.78492140043684,0.8600000000000001,0.39384615384615385,3.05901416824503,2.659014168245029,15.748089134342973,0.0005138426772862482,0.32290240153195077,-1.4387171798619083,1.4392310225391944
r11_l5_active_fan_count_uncertainty,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,40,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,16,0.4,21,0.525,0,0.0,16,0.4,7,0.175,0,0.0,40,1.0,2,0.05,17,0.425,15,0.375,17,0.425,15,0.375,21,0.525,30,0.75,0,0.0,0,0.0,5.521251456839984,5.074888455000787,5.964701744631371,0.5263384515531776,-50.0,1.1965,0.5800000000000001,1.8044144145142738,1.4044144145142736,5.66901436558579,0.0015384520960210549,0.45973148021804217,-1.300289089373991,1.3018275414700118
r11_l6_environment_only_full_uncertainty,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_6_0_to_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,37,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,26,0.7027027027027027,31,0.8378378378378378,0,0.0,26,0.7027027027027027,5,0.13513513513513514,0,0.0,37,1.0,2,0.05405405405405406,4,0.10810810810810811,4,0.10810810810810811,4,0.10810810810810811,4,0.10810810810810811,31,0.8378378378378378,29,0.7837837837837838,0,0.0,0,0.0,6.506391804796202,6.028526570094748,6.979864483039106,71.8218384218379,123.04576957520086,1.0043243243243243,0.494054054054054,2.4210240346582053,2.0210240346582053,13.442271185795864,0.0007201139544503433,0.37761336953533975,-1.2994939051433518,1.300214019097802
r11_l6_environment_only_full_uncertainty,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_4_0_to_5_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,31,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,3,0.0967741935483871,4,0.12903225806451613,0,0.0,3,0.0967741935483871,1,0.03225806451612903,22,0.7096774193548387,9,0.2903225806451613,5,0.16129032258064516,0,0.0,0,0.0,22,0.7096774193548387,22,0.7096774193548387,4,0.12903225806451613,22,0.7096774193548387,0,0.0,0,0.0,4.545967336221252,4.1060983395932,4.9393583014014855,5.384792402015979,0.0,1.1290322580645165,0.5258064516129033,1.513608717668087,1.1136087176680873,0.9876181485554507,0.0055413384481034,0.40812476065570064,-1.1434909199949475,1.149032258443051
r11_l6_environment_only_full_uncertainty,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_ge_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,52,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,41,0.7884615384615384,45,0.8653846153846154,0,0.0,41,0.7884615384615384,4,0.07692307692307693,0,0.0,52,1.0,2,0.038461538461538464,5,0.09615384615384616,5,0.09615384615384616,5,0.09615384615384616,5,0.09615384615384616,45,0.8653846153846154,38,0.7307692307692307,3,0.057692307692307696,0,0.0,7.572313176412759,7.025729538848876,8.113857356532092,86.16827551442974,123.42347020190795,0.866153846153846,0.3876923076923076,3.0722470808885998,2.6722470808886,15.76923076923077,0.00022219491567735192,0.2902994923939975,-1.4254842672183372,1.4257064621340143
r11_l6_environment_only_full_uncertainty,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,40,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,15,0.375,21,0.525,0,0.0,15,0.375,8,0.2,0,0.0,40,1.0,2,0.05,17,0.425,15,0.375,17,0.425,15,0.375,21,0.525,31,0.775,0,0.0,0,0.0,5.521251456839984,5.074888455000787,5.964701744631371,-4.313347495511307,-50.0,1.1919999999999997,0.5865,1.7816794946587802,1.3816794946587803,5.104532732135099,0.00420273258175575,0.4474944774031938,-1.3230240092294843,1.32722674181124
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_6_0_to_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,37,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,23,0.6216216216216216,28,0.7567567567567568,0,0.0,23,0.6216216216216216,5,0.13513513513513514,0,0.0,37,1.0,2,0.05405405405405406,7,0.1891891891891892,6,0.16216216216216217,7,0.1891891891891892,6,0.16216216216216217,28,0.7567567567567568,26,0.7027027027027027,0,0.0,0,0.0,6.506391804796201,6.028526570094748,6.979864483039106,52.4073019568599,120.07173085054336,1.0659459459459462,0.4302702702702703,2.312694132259772,1.912694132259772,11.699213513051042,0.00365308949275064,0.37992216418871266,-1.4078238075417853,1.411476897034536
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_4_0_to_5_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,31,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03225806451612903,25,0.8064516129032258,6,0.1935483870967742,4,0.12903225806451613,2,0.06451612903225806,0,0.0,27,0.8709677419354839,25,0.8064516129032258,0,0.0,18,0.5806451612903226,0,0.0,0,0.0,4.545967336221252,4.1060983395932,4.9393583014014855,-11.612903225806452,0.0,1.1419354838709677,0.44580645161290317,1.436745190735904,1.0367451907359038,0.0,0.0013990074410211225,0.4706037714975396,-1.2203544469271312,1.2217534543681523
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_ge_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,52,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,37,0.7115384615384616,41,0.7884615384615384,0,0.0,37,0.7115384615384616,5,0.09615384615384616,0,0.0,52,1.0,4,0.07692307692307693,7,0.1346153846153846,6,0.11538461538461539,7,0.1346153846153846,6,0.11538461538461539,41,0.7884615384615384,32,0.6153846153846154,3,0.057692307692307696,0,0.0,7.572313176412759,7.025729538848876,8.113857356532092,68.56013701451434,120.00532720367846,0.8546153846153844,0.2426923076923077,3.002065074557071,2.6020650745570717,14.109049935769248,0.006696237724738253,0.21041681664561465,-1.4956662735498663,1.5023625112746042
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,40,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,10,0.25,14,0.35,0,0.0,10,0.25,4,0.1,0,0.0,40,1.0,9,0.225,17,0.425,16,0.4,17,0.425,16,0.4,14,0.35,28,0.7,1,0.025,0,0.0,5.521251456839984,5.074888455000787,5.964701744631371,-24.048443903382044,-50.0,1.1724999999999999,0.40549999999999997,1.7218995419858458,1.3218995419858457,3.6929427733722604,0.000633600279773065,0.3176654041467392,-1.3828039619024188,1.383437562182192
r11_l0_dry_air_fixed,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_ge_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,52,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,37,0.7115384615384616,40,0.7692307692307693,0,0.0,37,0.7115384615384616,3,0.057692307692307696,0,0.0,52,1.0,4,0.07692307692307693,8,0.15384615384615385,8,0.15384615384615385,8,0.15384615384615385,8,0.15384615384615385,40,0.7692307692307693,0,0.0,4,0.07692307692307693,0,0.0,7.572313176412759,7.025729538848876,8.113857356532092,63.925313893481785,120.0,0.8269230769230768,0.0,2.9319841957857014,2.531984195785701,14.11762158578948,0.0,0.0,-1.565747152321236,1.565747152321236
r11_l0_dry_air_fixed,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_6_0_to_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,37,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,24,0.6486486486486487,28,0.7567567567567568,0,0.0,24,0.6486486486486487,4,0.10810810810810811,0,0.0,37,1.0,3,0.08108108108108109,6,0.16216216216216217,6,0.16216216216216217,6,0.16216216216216217,6,0.16216216216216217,28,0.7567567567567568,0,0.0,0,0.0,0,0.0,6.506391804796203,6.028526570094748,6.979864483039106,51.64358863503916,116.49835213685026,0.9535135135135132,0.0,2.263365503817804,1.863365503817804,11.64358863503916,0.0,0.0,-1.4571524359837533,1.4571524359837533
r11_l0_dry_air_fixed,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_4_0_to_5_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,31,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,0.9032258064516129,3,0.0967741935483871,3,0.0967741935483871,0,0.0,0,0.0,28,0.9032258064516129,28,0.9032258064516129,0,0.0,0,0.0,0,0.0,0,0.0,4.545967336221252,4.1060983395932,4.9393583014014855,-3.870967741935484,0.0,1.0019354838709678,0.0,1.550292421490089,1.1502924214900887,0.0,0.0,0.0,-1.1068072161729459,1.1068072161729459
r11_l0_dry_air_fixed,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_5_0_to_6_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,40,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,10,0.25,13,0.325,0,0.0,10,0.25,3,0.075,0,0.0,40,1.0,6,0.15,21,0.525,21,0.525,21,0.525,21,0.525,13,0.325,0,0.0,0,0.0,0,0.0,5.521251456839984,5.074888455000787,5.964701744631371,-33.969756131085134,-100.0,1.1099999999999999,0.0,1.74019798013227,1.3401979801322699,3.2802438689148667,0.0,0.0,-1.3645055237559944,1.3645055237559944
r11_l1_single_fan_fixed_nominal,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_ge_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,52,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,44,0.8461538461538461,48,0.9230769230769231,0,0.0,44,0.8461538461538461,4,0.07692307692307693,0,0.0,52,1.0,0,0.0,4,0.07692307692307693,4,0.07692307692307693,4,0.07692307692307693,4,0.07692307692307693,48,0.9230769230769231,52,1.0,4,0.07692307692307693,0,0.0,7.572313176412759,7.025729538848876,8.113857356532092,97.22536969804742,128.52922900319805,0.8688461538461538,0.35423076923076924,3.130356754896329,2.73035675489633,16.887978313935783,0.0017347237334171617,0.2963944360058238,-1.3673745932106078,1.369109316944025
r11_l1_single_fan_fixed_nominal,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_6_0_to_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,37,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,31,0.8378378378378378,35,0.9459459459459459,0,0.0,31,0.8378378378378378,4,0.10810810810810811,0,0.0,37,1.0,1,0.02702702702702703,1,0.02702702702702703,1,0.02702702702702703,1,0.02702702702702703,1,0.02702702702702703,35,0.9459459459459459,36,0.972972972972973,0,0.0,0,0.0,6.506391804796203,6.028526570094748,6.979864483039106,99.71574137840848,130.36092934617798,1.0037837837837837,0.3978378378378378,2.516246205304722,2.1162462053047224,16.324813455483234,0.0030766093211304353,0.3611508386532573,-1.2042717344968348,1.2073483438179653
r11_l1_single_fan_fixed_nominal,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_4_0_to_5_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,31,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,0.8064516129032258,6,0.1935483870967742,6,0.1935483870967742,0,0.0,0,0.0,25,0.8064516129032258,25,0.8064516129032258,0,0.0,31,1.0,0,0.0,0,0.0,4.545967336221252,4.1060983395932,4.9393583014014855,-7.741935483870968,0.0,1.2993548387096774,0.7090322580645163,1.3576171968161717,0.9576171968161719,0.0,0.0017368122840991,0.7255410321517418,-1.2994824408468635,1.3012192531309625
r11_l1_single_fan_fixed_nominal,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_5_0_to_6_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,40,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,19,0.475,22,0.55,0,0.0,19,0.475,3,0.075,0,0.0,40,1.0,5,0.125,13,0.325,13,0.325,13,0.325,13,0.325,22,0.55,39,0.975,0,0.0,0,0.0,5.521251456839984,5.074888455000787,5.964701744631371,19.68416737106706,-40.0,1.2765,0.609,1.7059611489149158,1.3059611489149159,6.988335935689678,0.001727365118611685,0.5400585541618211,-1.3987423549733484,1.40046972009196
r11_l2_four_fan_fixed_nominal,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_ge_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,52,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,48,0.9230769230769231,52,1.0,0,0.0,48,0.9230769230769231,4,0.07692307692307693,0,0.0,52,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,52,1.0,52,1.0,2,0.038461538461538464,0,0.0,7.572313176412759,7.025729538848876,8.113857356532092,123.59560708563981,137.78566864515798,0.9134615384615383,0.8926923076923077,3.3493629788725348,2.949362978872535,18.46153846153846,0.0,0.6797522529399346,-1.1483683692344029,1.1483683692344029
r11_l2_four_fan_fixed_nominal,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_6_0_to_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,37,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,33,0.8918918918918919,37,1.0,0,0.0,33,0.8918918918918919,4,0.10810810810810811,0,0.0,37,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37,1.0,37,1.0,0,0.0,0,0.0,6.506391804796203,6.028526570094748,6.979864483039106,119.70779428229034,138.72294013482843,1.0891891891891892,1.0578378378378377,2.678052108797777,2.2780521087977776,17.72054919210836,0.0,0.7528338968928537,-1.0424658310037798,1.0424658310037798
r11_l2_four_fan_fixed_nominal,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_5_0_to_6_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,40,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,30,0.75,37,0.925,0,0.0,30,0.75,7,0.175,0,0.0,40,1.0,1,0.025,2,0.05,2,0.05,2,0.05,2,0.05,37,0.925,40,1.0,2,0.05,0,0.0,5.521251456839985,5.074888455000787,5.964701744631371,93.52496357573582,140.6907684029715,1.2485,1.216,2.0742337111643447,1.6742337111643448,12.541423725777815,0.00030656509253142747,1.0140788837417756,-1.0304697927239197,1.030776357816451
r11_l2_four_fan_fixed_nominal,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_4_0_to_5_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,31,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,14,0.45161290322580644,14,0.45161290322580644,0,0.0,14,0.45161290322580644,1,0.03225806451612903,8,0.25806451612903225,23,0.7419354838709677,8,0.25806451612903225,1,0.03225806451612903,0,0.0,9,0.2903225806451613,8,0.25806451612903225,14,0.45161290322580644,31,1.0,0,0.0,0,0.0,4.545967336221252,4.1060983395932,4.9393583014014855,52.33898607802702,0.0,1.2954838709677423,1.2432258064516128,1.587295488531413,1.1872954885314122,6.095100618149181,0.0009413728645527354,1.0849563184277469,-1.0698041491316224,1.0707455219961752
r11_l3_fan_parameter_uncertainty,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_ge_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,52,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,45,0.8653846153846154,51,0.9807692307692307,0,0.0,45,0.8653846153846154,6,0.11538461538461539,0,0.0,52,1.0,0,0.0,1,0.019230769230769232,1,0.019230769230769232,1,0.019230769230769232,1,0.019230769230769232,51,0.9807692307692307,52,1.0,2,0.038461538461538464,0,0.0,7.572313176412761,7.025729538848876,8.113857356532092,111.07473562428882,133.63382673787507,0.908076923076923,0.7953846153846152,3.25720404812611,2.85720404812611,17.2750621191603,0.004493335212125311,0.6689940170765014,-1.2405272999808277,1.2450206351929531
r11_l3_fan_parameter_uncertainty,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_6_0_to_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,37,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,30,0.8108108108108109,34,0.918918918918919,0,0.0,30,0.8108108108108109,5,0.13513513513513514,0,0.0,37,1.0,2,0.05405405405405406,1,0.02702702702702703,0,0.0,1,0.02702702702702703,0,0.0,34,0.918918918918919,37,1.0,0,0.0,0,0.0,6.506391804796203,6.028526570094748,6.979864483039106,102.34195127562023,134.4036932370978,1.055135135135135,0.9335135135135135,2.5597213209962275,2.159721320996227,15.748078232482776,0.004331136649268767,0.7374057369049168,-1.1607966188053305,1.1651277554545991
r11_l3_fan_parameter_uncertainty,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_4_0_to_5_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,31,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,6,0.1935483870967742,7,0.22580645161290322,0,0.0,6,0.1935483870967742,2,0.06451612903225806,17,0.5483870967741935,14,0.45161290322580644,6,0.1935483870967742,1,0.03225806451612903,0,0.0,18,0.5806451612903226,17,0.5483870967741935,7,0.22580645161290322,31,1.0,1,0.03225806451612903,0,0.0,4.545967336221252,4.1060983395932,4.9393583014014855,16.187126234377132,0.0,1.2380645161290322,1.0490322580645162,1.4651771460795537,1.0651771460795534,2.548448956614189,0.002896630509593652,0.812154310483681,-1.1919224915834816,1.194819122093075
r11_l3_fan_parameter_uncertainty,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_5_0_to_6_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,40,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,22,0.55,32,0.8,0,0.0,22,0.55,13,0.325,0,0.0,40,1.0,2,0.05,6,0.15,3,0.075,6,0.15,3,0.075,32,0.8,40,1.0,1,0.025,0,0.0,5.521251456839984,5.074888455000787,5.964701744631371,47.84865956641487,123.59924028095668,1.2885000000000002,1.1199999999999999,1.8950783845085315,1.4950783845085314,8.579459404248974,0.00665922635071165,0.9825139869090496,-1.209625119379733,1.2162843457304446
r11_l4_local_fan_position_uncertainty,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_ge_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,52,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,46,0.8846153846153846,50,0.9615384615384616,0,0.0,46,0.8846153846153846,4,0.07692307692307693,0,0.0,52,1.0,1,0.019230769230769232,1,0.019230769230769232,1,0.019230769230769232,1,0.019230769230769232,1,0.019230769230769232,50,0.9615384615384616,52,1.0,1,0.019230769230769232,0,0.0,7.572313176412759,7.025729538848876,8.113857356532092,115.29894444083055,136.25528420772002,0.9065384615384614,0.7903846153846152,3.2728022563011123,2.8728022563011115,17.65836146477256,0.005521952586472042,0.6777325013880462,-1.2249290918058249,1.230451044392297
r11_l4_local_fan_position_uncertainty,heavy_cluster,spatial_flow_belief_memory_h30,30,v0_6_0_to_7_0_m_s,8,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8,37,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,31,0.8378378378378378,33,0.8918918918918919,0,0.0,31,0.8378378378378378,5,0.13513513513513514,0,0.0,37,1.0,1,0.02702702702702703,3,0.08108108108108109,0,0.0,3,0.08108108108108109,0,0.0,33,0.8918918918918919,37,1.0,0,0.0,0,0.0,6.506391804796203,6.028526570094748,6.979864483039106,102.42067686107434,134.52152313457495,1.0540540540540537,0.8945945945945947,2.4824154753638306,2.08241547536383,16.00554690846625,0.0017602223923202161,0.6715170255575816,-1.238102464437727,1.239862686830047
