outer_case_index,outer_case_id,outer_case_type,environment_block_id,environment_block_local_index,environment_block_label,environment_change_family,W_layer,environment_mode,fan_layout_policy,scheduled_fan_layout_count,scheduled_active_fan_count,active_fan_count_policy,fan_position_policy,fan_position_xy_bounds_m,launch_state_seed,environment_seed,common_final_launch_key,start_state_family,launch_sequence_policy,claim_status,episode_id,episode_index,launch_role,library_size_case_id,policy_id,history_length
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_directional_3d_residual_memory_h50_final_0001,61,final_heldout,balanced_cluster,directional_3d_residual_memory_h50,50
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_directional_3d_residual_memory_h50_final_0002,62,final_heldout,balanced_cluster,directional_3d_residual_memory_h50,50
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_directional_3d_residual_memory_h100_final_0000,63,final_heldout,balanced_cluster,directional_3d_residual_memory_h100,100
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_directional_3d_residual_memory_h100_final_0001,64,final_heldout,balanced_cluster,directional_3d_residual_memory_h100,100
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_directional_3d_residual_memory_h100_final_0002,65,final_heldout,balanced_cluster,directional_3d_residual_memory_h100,100
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h0_final_0000,66,final_heldout,balanced_cluster,safe_explore_then_exploit_h0,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h0_final_0001,67,final_heldout,balanced_cluster,safe_explore_then_exploit_h0,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h0_final_0002,68,final_heldout,balanced_cluster,safe_explore_then_exploit_h0,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h5_final_0000,69,final_heldout,balanced_cluster,safe_explore_then_exploit_h5,5
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h5_final_0001,70,final_heldout,balanced_cluster,safe_explore_then_exploit_h5,5
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h5_final_0002,71,final_heldout,balanced_cluster,safe_explore_then_exploit_h5,5
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h10_final_0000,72,final_heldout,balanced_cluster,safe_explore_then_exploit_h10,10
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h10_final_0001,73,final_heldout,balanced_cluster,safe_explore_then_exploit_h10,10
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h10_final_0002,74,final_heldout,balanced_cluster,safe_explore_then_exploit_h10,10
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h20_final_0000,75,final_heldout,balanced_cluster,safe_explore_then_exploit_h20,20
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h20_final_0001,76,final_heldout,balanced_cluster,safe_explore_then_exploit_h20,20
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h20_final_0002,77,final_heldout,balanced_cluster,safe_explore_then_exploit_h20,20
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h50_final_0000,78,final_heldout,balanced_cluster,safe_explore_then_exploit_h50,50
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h50_final_0001,79,final_heldout,balanced_cluster,safe_explore_then_exploit_h50,50
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h50_final_0002,80,final_heldout,balanced_cluster,safe_explore_then_exploit_h50,50
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h100_final_0000,81,final_heldout,balanced_cluster,safe_explore_then_exploit_h100,100
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h100_final_0001,82,final_heldout,balanced_cluster,safe_explore_then_exploit_h100,100
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_balanced_cluster_safe_explore_then_exploit_h100_final_0002,83,final_heldout,balanced_cluster,safe_explore_then_exploit_h100,100
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_no_memory_baseline_final_0000,84,final_heldout,light_cluster,no_memory_baseline,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_no_memory_baseline_final_0001,85,final_heldout,light_cluster,no_memory_baseline,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_no_memory_baseline_final_0002,86,final_heldout,light_cluster,no_memory_baseline,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_empty_frozen_prior_baseline_final_0000,87,final_heldout,light_cluster,empty_frozen_prior_baseline,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_empty_frozen_prior_baseline_final_0001,88,final_heldout,light_cluster,empty_frozen_prior_baseline,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_empty_frozen_prior_baseline_final_0002,89,final_heldout,light_cluster,empty_frozen_prior_baseline,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h0_final_0000,90,final_heldout,light_cluster,directional_3d_residual_memory_h0,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h0_final_0001,91,final_heldout,light_cluster,directional_3d_residual_memory_h0,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h0_final_0002,92,final_heldout,light_cluster,directional_3d_residual_memory_h0,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h5_final_0000,93,final_heldout,light_cluster,directional_3d_residual_memory_h5,5
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h5_final_0001,94,final_heldout,light_cluster,directional_3d_residual_memory_h5,5
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h5_final_0002,95,final_heldout,light_cluster,directional_3d_residual_memory_h5,5
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h10_final_0000,96,final_heldout,light_cluster,directional_3d_residual_memory_h10,10
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h10_final_0001,97,final_heldout,light_cluster,directional_3d_residual_memory_h10,10
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h10_final_0002,98,final_heldout,light_cluster,directional_3d_residual_memory_h10,10
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h20_final_0000,99,final_heldout,light_cluster,directional_3d_residual_memory_h20,20
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h20_final_0001,100,final_heldout,light_cluster,directional_3d_residual_memory_h20,20
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h20_final_0002,101,final_heldout,light_cluster,directional_3d_residual_memory_h20,20
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h50_final_0000,102,final_heldout,light_cluster,directional_3d_residual_memory_h50,50
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h50_final_0001,103,final_heldout,light_cluster,directional_3d_residual_memory_h50,50
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h50_final_0002,104,final_heldout,light_cluster,directional_3d_residual_memory_h50,50
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h100_final_0000,105,final_heldout,light_cluster,directional_3d_residual_memory_h100,100
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h100_final_0001,106,final_heldout,light_cluster,directional_3d_residual_memory_h100,100
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_directional_3d_residual_memory_h100_final_0002,107,final_heldout,light_cluster,directional_3d_residual_memory_h100,100
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h0_final_0000,108,final_heldout,light_cluster,safe_explore_then_exploit_h0,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h0_final_0001,109,final_heldout,light_cluster,safe_explore_then_exploit_h0,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h0_final_0002,110,final_heldout,light_cluster,safe_explore_then_exploit_h0,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h5_final_0000,111,final_heldout,light_cluster,safe_explore_then_exploit_h5,5
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h5_final_0001,112,final_heldout,light_cluster,safe_explore_then_exploit_h5,5
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h5_final_0002,113,final_heldout,light_cluster,safe_explore_then_exploit_h5,5
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h10_final_0000,114,final_heldout,light_cluster,safe_explore_then_exploit_h10,10
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h10_final_0001,115,final_heldout,light_cluster,safe_explore_then_exploit_h10,10
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h10_final_0002,116,final_heldout,light_cluster,safe_explore_then_exploit_h10,10
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h20_final_0000,117,final_heldout,light_cluster,safe_explore_then_exploit_h20,20
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h20_final_0001,118,final_heldout,light_cluster,safe_explore_then_exploit_h20,20
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h20_final_0002,119,final_heldout,light_cluster,safe_explore_then_exploit_h20,20
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h50_final_0000,120,final_heldout,light_cluster,safe_explore_then_exploit_h50,50
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h50_final_0001,121,final_heldout,light_cluster,safe_explore_then_exploit_h50,50
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h50_final_0002,122,final_heldout,light_cluster,safe_explore_then_exploit_h50,50
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h100_final_0000,123,final_heldout,light_cluster,safe_explore_then_exploit_h100,100
