session_label,calibration_profile_hash,termination_group,throw_id,x0_m,y0_m,z0_m,launch_x_offset_m,launch_y_offset_m,launch_z_offset_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,phi0_deg,theta0_deg,psi0_deg,speed0_m_s,horizontal_speed0_m_s,flight_path_angle_proxy0_deg,sideslip_proxy0_deg,termination_reason,duration_s,dx_m,dy_m,altitude_loss_m,sink_rate_m_s,glide_ratio_x_over_altloss
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.24685293,2.067285306,1.522042439,-0.05314707032,0.06728530598,-0.02795756092,4.241795984,1.540801542,-0.2304485336,0.07264331483,-0.1912764536,-0.5458135079,6.808950271,-5.465541217,-13.36311306,4.518850416,4.512970481,2.92318998,19.96318431,exit_gate_floor,1.096015,3.806939162,0.4093432372,1.126049167,1.027403062,3.38079302
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.291042699,2.028902866,1.550054843,-0.008957301395,0.02890286579,5.484319331e-05,4.528925427,1.046315883,0.2771003994,-0.4182449673,0.1090451964,0.0359366653,5.156867752,2.38734569,-8.066074955,4.656471527,4.648219277,-3.411610893,13.00878039,exit_gate_floor,1.2341406,3.601030815,-0.01384799559,1.1624818,0.9419362751,3.097709414
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.250029713,2.055495203,1.489305724,-0.04997028735,0.05549520293,-0.06069427577,4.448992212,1.315377841,0.4151062719,-0.1180010507,0.9362416057,-0.07198641098,8.263107531,5.898779966,-9.58076302,4.657903368,4.63936963,-5.112908327,16.4707082,exit_gate_floor,1.1365197,3.203881802,-0.1500349987,1.094953857,0.9634270811,2.926042756
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.295769486,2.15432706,1.418840266,-0.004230513875,0.1543270595,-0.1311597341,4.606150159,1.680132255,0.368379026,-0.574640756,0.437119192,-1.126056445,1.647864774,-1.974784432,-14.86248558,4.916824869,4.903005576,-4.296748491,20.03986914,exit_gate_floor,1.1189501,3.548325545,1.06073044,1.028499748,0.9191649818,3.450001374
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.380186403,2.072093465,1.355206187,0.08018640328,0.07209346468,-0.1947938125,4.708766256,0.8251175658,0.5259563941,-0.3805085539,0.3576446111,0.01871532147,1.960143448,-4.618754027,-6.705684003,4.809358459,4.780512384,-6.278483063,9.939036819,exit_gate_floor,1.0210829,3.794576545,0.2586719737,0.9803227425,0.9600814414,3.870742135
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.281360281,2.079765889,1.408871924,-0.01863971932,0.07976588941,-0.1411280759,4.652285354,0.7471145917,-0.2802615486,0.2062480551,-0.1639487099,0.007513105647,11.52858145,-8.177406595,-5.079023264,4.720220944,4.71189338,3.403919855,9.123283665,exit_gate_floor,1.1377392,4.253247825,-0.6058227298,1.022903622,0.8990668704,4.158014239
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.267514907,2.003552259,1.39363626,-0.03248509324,0.00355225937,-0.1563637404,4.707667842,0.7041620975,0.08776614585,-0.6042453874,-0.008173103036,0.684182765,5.616227326,-8.191894803,-4.559671853,4.760849049,4.760039997,-1.056306252,8.507100202,exit_gate_floor,0.9979966,3.751322448,-0.3143376747,0.9964450932,0.9984453787,3.764705625
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.260534213,2.06557819,1.419536796,-0.03946578736,0.0655781904,-0.1304632035,4.530688136,0.9638840531,0.0415511435,-0.4155709941,-0.1248510974,-0.2319378758,7.476448243,-7.034730506,-8.234529841,4.632270928,4.632084569,-0.5139459932,12.01036356,exit_gate_floor,1.1027248,3.81212091,0.02741007804,1.022995351,0.9276977819,3.726430337
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.260338134,2.118921804,1.500485078,-0.039661866,0.1189218035,-0.0495149216,4.314980612,1.178018914,-0.4041549407,0.1077093282,-0.5043266812,-0.002151201885,7.532277625,-7.137343657,-8.61635203,4.491116505,4.472894616,5.163023682,15.27002293,exit_gate_floor,1.1146208,4.1298086,-0.2914354734,1.10251083,0.9891353452,3.745821345
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.283713037,2.13084145,1.533098667,-0.01628696287,0.1308414505,-0.01690133328,4.164405139,1.425206459,-0.3463275067,-0.4249407748,-0.3191145955,0.001485851708,7.703007051,-7.203508417,-13.6426613,4.415136052,4.401531962,4.498957638,18.89275725,exit_gate_floor,1.123993,4.052052015,0.100682911,1.15136563,1.024353025,3.519344254
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.282889603,2.032736483,1.439281563,-0.01711039664,0.03273648267,-0.1107184371,4.242092463,0.5095745173,0.706563683,-0.1804426598,0.6401445773,0.2471198258,4.151610199,3.535143645,-4.32373938,4.33061738,4.272588753,-9.390095602,6.849742545,exit_gate_floor,1.0238497,2.981066388,-0.1457445348,1.044709891,1.02037427,2.853487284
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.251154794,2.119762939,1.390103911,-0.04884520617,0.1197629388,-0.1598960885,4.460263545,1.115830124,0.475682487,-0.05757539988,0.444482123,-0.05666939343,2.684820192,-1.913091449,-10.00461102,4.622261523,4.597719843,-5.906835237,14.04548288,exit_gate_floor,1.040344,3.569405827,0.2306073899,0.9903582838,0.9519527039,3.604156077
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.273319333,2.089081424,1.351418229,-0.02668066696,0.08908142424,-0.1985817709,5.144527878,1.038242813,0.5031453175,-0.1831831691,0.7514028793,-0.1252446556,5.20783598,-4.583659924,-8.3400345,5.272311679,5.248248777,-5.476163482,11.40988877,exit_gate_floor,1.217163,4.224444004,-0.1201397254,0.9582680001,0.7872963605,4.408416022
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.245241741,2.077071653,1.415582617,-0.05475825864,0.07707165335,-0.1344173825,4.286402143,1.136234735,0.3720841987,-0.1743366289,0.4792609337,-0.1337425761,6.446036568,-1.926538241,-9.804200011,4.450024647,4.434441645,-4.796327088,14.84645061,exit_gate_floor,1.0876606,3.359061704,0.1466493121,1.015923357,0.9340444596,3.306412516
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.268929526,2.063457667,1.522638742,-0.03107047422,0.06345766684,-0.02736125767,4.301858781,1.222529976,0.5243460047,-0.7178329626,0.5985475916,-0.5241380356,1.78438172,3.223628629,-10.7857118,4.502833247,4.472199517,-6.687151528,15.86443143,exit_gate_floor,1.1514512,3.274497065,0.7731018794,1.129062409,0.980556023,2.900191378
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.2491222,2.10404767,1.53784144,-0.05087780019,0.1040476699,-0.01215855975,4.591073267,1.192474987,-0.0574228138,0.05016194552,0.005131781228,-0.1460183675,6.132714535,-1.860690236,-9.329320707,4.743758818,4.743411256,0.6935776795,14.56014029,exit_gate_floor,1.1909723,3.970806079,0.1287061495,1.145133515,0.9615114598,3.467548568
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.421176647,2.113798076,1.432423754,0.121176647,0.1137980761,-0.1175762457,4.584603427,1.05582006,0.5892528005,0.1584929173,0.4620776739,0.1388116489,4.960994079,0.629134285,-9.283143731,4.741367255,4.704608866,-7.139125967,12.96892112,exit_gate_floor,1.0878596,3.36062238,-0.1520681704,1.034452181,0.9509059633,3.248697661
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.257782072,2.044917428,1.417153557,-0.04221792771,0.04491742792,-0.1328464435,4.726652258,0.2079498677,0.3843075355,-0.2815418487,-0.01287582612,0.6013922429,-2.392997974,-5.861184648,0.1957013526,4.746807032,4.731224442,-4.643821811,2.519113064,exit_gate_floor,1.1436627,3.865002063,0.05106502701,1.027473096,0.8984057066,3.761657679
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.246152961,2.08379836,1.448500939,-0.05384703932,0.08379835976,-0.1014990606,4.58139626,0.8346120284,0.241931553,0.06319554106,0.08965113287,0.04139656684,8.170632885,-3.435256526,-6.986304048,4.663078361,4.656798141,-2.973976018,10.32458876,exit_gate_floor,1.0847106,3.666286125,-0.1525462528,1.049817605,0.9678319775,3.492307718
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.259384302,2.065421252,1.458928694,-0.04061569799,0.06542125244,-0.09107130645,4.80165624,1.092224779,0.1489190604,-0.2792933024,0.3358717572,0.2409051786,4.56069116,-2.825620737,-8.746350429,4.926564168,4.924312908,-1.73218764,12.81492297,exit_gate_floor,1.1230947,4.120283786,0.003136588385,1.066994664,0.9500487036,3.861578624
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.263737079,2.055357377,1.424376048,-0.03626292063,0.05535737721,-0.1256239516,4.577293334,1.331179623,0.1122670122,-0.6910881424,0.3083334458,-0.4796703046,6.319049366,-4.256759506,-11.43153552,4.768255167,4.766933339,-1.349135104,16.21561631,exit_gate_floor,1.0426795,3.755453704,0.764183764,1.032935009,0.9906543753,3.635711514
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.261382273,2.135000405,1.490660305,-0.03861772747,0.1350004045,-0.05933969457,4.408955537,0.5993733989,0.5164772336,-0.09080481776,0.4152962619,0.01289429554,7.257019274,3.699959537,-6.157055769,4.479384571,4.449509793,-6.620982873,7.741590178,exit_gate_floor,1.0635756,3.279416086,-0.01085104783,1.098310119,1.032658251,2.985874418
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.258204233,2.096279706,1.373876688,-0.04179576747,0.09627970566,-0.1761233118,4.59976569,1.351232338,0.5273199022,-0.1261764065,0.7836577631,-0.4377141206,4.001264227,1.616735249,-10.48548265,4.823042557,4.794129038,-6.276893558,16.37073761,exit_gate_floor,1.0809069,3.371067876,0.5727123,0.9748098662,0.9018444292,3.45817989
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.260807531,2.067468099,1.413049177,-0.03919246936,0.06746809867,-0.1369508225,4.654994252,1.828387684,-0.09973981514,-0.5223951126,0.02500278174,-0.9664920102,7.221259369,-5.963776497,-13.79473164,5.002191624,5.001197158,1.142509048,21.44389701,exit_gate_floor,1.0717857,3.657233633,1.220955328,1.025788862,0.9570839224,3.565288891
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.290642349,2.108427114,1.420726837,-0.009357651107,0.1084271139,-0.129273163,4.710417808,1.292569008,0.1175970542,-0.3233775944,-0.1493676386,-0.05780575637,5.274364078,-9.250332022,-11.29424269,4.885959439,4.884544049,-1.379148899,15.34462933,exit_gate_floor,1.0823677,4.138176561,0.2405464789,1.027416952,0.9492309791,4.027747989
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.272739399,2.114917808,1.423615413,-0.02726060131,0.1149178082,-0.1263845869,4.255640126,1.151906954,0.4092625696,-0.02664041542,0.2916436193,-0.1494250112,4.988581296,-3.69869605,-11.12677494,4.427737387,4.40878243,-5.303507123,15.14576089,exit_gate_floor,0.9818075,3.201400594,0.3195662768,1.024718033,1.043705648,3.124177082
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.283204271,2.061511191,1.334663445,-0.01679572931,0.06151119083,-0.2153365554,4.815856667,1.243848703,0.4147788579,-0.2881914098,0.692069868,-0.3882244749,3.119124286,-7.944749086,-9.997764435,4.991159838,4.973895358,-4.766931527,14.48197201,exit_gate_floor,1.0758268,3.910510017,0.5103123048,0.9355427395,0.8696034896,4.179937326
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.267463612,2.088574859,1.422043247,-0.03253638805,0.08857485853,-0.1279567531,4.398220142,1.216011624,0.008405389119,-0.2600679965,0.1387394592,-0.5135604193,10.02235889,-5.15610033,-9.676485808,4.563232992,4.563225251,-0.1055378051,15.45495696,exit_gate_floor,0.9967666,3.561032316,0.2561449574,1.028304597,1.031640302,3.463013127
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.254737076,2.028113426,1.471693762,-0.04526292364,0.02811342627,-0.07830623798,4.933257559,0.4682021014,0.5739770054,-0.5881221731,0.6676870415,-0.263958955,1.475574717,2.777077899,-3.148064162,4.988556199,4.955425647,-6.607013263,5.421548022,exit_gate_floor,1.2184706,3.975654786,0.2817649794,1.085312809,0.8907172722,3.663141864
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.258313533,2.171033123,1.410196473,-0.04168646698,0.1710331227,-0.1398035268,5.036438971,0.9791761963,0.6612200186,-0.1036682508,0.9606722205,-0.02141460113,2.060582142,2.045825755,-7.313373862,5.173172667,5.130741031,-7.343470032,11.00210067,exit_gate_floor,1.2070033,3.684233138,0.1807470382,1.014389882,0.8404201394,3.631969527
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.284462484,2.152899005,1.479043853,-0.015537516,0.1528990048,-0.07095614697,4.387099644,1.01530479,0.2269751954,-0.05944369837,0.1115837411,-0.03039413201,6.773804189,-1.78836857,-6.948703984,4.50876977,4.503053087,-2.885536508,13.03053581,exit_gate_floor,1.036621,3.662861537,0.1575293693,1.097925329,1.059138613,3.33616635
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.301599333,2.107468569,1.421006539,0.001599333204,0.1074685693,-0.1289934609,4.288758755,1.59893706,0.1573907277,-0.584969034,0.08467571188,-1.354375883,5.698875936,-3.816454402,-15.82473956,4.57982786,4.577122609,-1.969419093,20.44648494,exit_gate_floor,0.9926451001,3.18565521,0.7548286176,1.021175771,1.028742066,3.119595373
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.291909542,2.117788752,1.49618384,-0.008090458039,0.1177887519,-0.05381616029,4.414274096,1.524925633,0.1634080737,-0.610354413,-0.006809759951,-1.258935931,6.135036318,-1.458582734,-13.46743282,4.673105624,4.670247743,-2.003914051,19.05764167,exit_gate_floor,1.0500486,3.238865615,0.7936951989,1.100509773,1.048056036,2.943059384
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.298578114,2.084116643,1.466549041,-0.001421886135,0.08411664327,-0.08345095928,4.873794063,0.946006866,0.1501616821,-0.5139613306,-0.04826711038,-0.9063394865,4.688846842,-3.847885731,-9.349205899,4.96702588,4.964755539,-1.732413307,10.98456234,exit_gate_floor,1.208116,4.421369115,0.7726311151,1.075599578,0.890311508,4.110608824
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.346096168,2.072324724,1.415998344,0.04609616841,0.07232472378,-0.1340016561,5.095306856,0.9129228613,0.4398924231,-0.3413586022,1.075514996,-0.2493716403,5.211889416,0.05535375977,-7.97271164,5.195102064,5.176444737,-4.857304884,10.1578684,exit_gate_floor,1.1980419,4.214996679,0.2081001714,1.02275427,0.8536882307,4.121221297
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.255361964,2.142913578,1.36264245,-0.0446380362,0.1429135778,-0.1873575501,5.035049288,0.5128370599,0.3886707001,-0.2339409622,0.1736769078,0.319487963,7.147997076,-6.561116871,-3.040424915,5.076001191,5.061099009,-4.391450718,5.815716245,exit_gate_floor,0.9262745,3.812546069,-0.2406370169,0.9737674892,1.051273126,3.915252985
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.280720958,2.089828746,1.465539996,-0.01927904155,0.08982874552,-0.08446000439,4.406768506,1.483498221,0.2074599408,-0.3788604167,0.2651840659,-0.7448684321,4.398401597,-1.965452543,-11.30870455,4.654397411,4.649771568,-2.554684833,18.60533446,exit_gate_floor,1.0192806,3.583042461,0.6259559362,1.070684406,1.050431458,3.346497287
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.270287695,2.105802823,1.42766913,-0.02971230487,0.1058028233,-0.1223308696,4.315324495,1.16355464,0.2945629045,-0.1529464314,0.2767167009,-0.6503797206,10.70961309,-1.275824477,-9.614433582,4.479135207,4.469438992,-3.770683252,15.08998381,exit_gate_floor,0.9734895,3.271774109,0.1598839673,1.035496118,1.06369521,3.15961987
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.260222456,2.109456951,1.361200226,-0.03977754361,0.1094569514,-0.1887997738,4.458924631,1.148706123,0.6029728916,-0.3546935061,0.660531523,-0.1548549812,0.9068360385,-2.358692128,-9.271652763,4.643825032,4.604512419,-7.460578692,14.44638831,exit_gate_floor,0.9905348,3.442285218,0.5489747055,0.963872797,0.9730832243,3.571306534
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.291660599,2.127159891,1.428937272,-0.008339401223,0.1271598908,-0.1210627278,4.666534081,1.244659035,0.3301757974,-0.4093723556,0.03687467719,-0.05078149444,-0.08775699285,-4.611634261,-10.89714232,4.840943348,4.829670428,-3.910886022,14.93428225,exit_gate_floor,0.9606345,3.792136073,0.4500965512,1.039607498,1.082209205,3.647661333
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.285017943,2.106265707,1.425857264,-0.01498205685,0.1062657069,-0.1241427359,4.807391878,0.7382388946,0.192767945,-0.4022845596,0.02853755658,-0.2247543866,3.530014577,-6.707934364,-5.65291765,4.867563335,4.863744785,-2.2696528,8.730329196,exit_gate_floor,0.9002428,3.786183256,0.1870166315,1.03126601,1.14554208,3.671393434
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.285790321,2.158732486,1.51976779,-0.01420967874,0.1587324864,-0.03023221011,4.32832947,1.633065638,0.3849788424,-0.2929272313,0.4326030028,0.01264093103,1.457342404,1.344111707,-12.55830458,4.64214908,4.626158166,-4.757069397,20.67133971,exit_gate_floor,1.1582275,3.677089628,0.496819512,1.119857646,0.9668719192,3.283533083
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.282793782,2.159627869,1.476834456,-0.01720621777,0.1596278687,-0.07316554366,4.705662391,1.408103958,0.3834665667,-0.1764698239,0.7849250568,-0.06239093233,5.668022829,0.8957215197,-11.18779271,4.926769926,4.911824029,-4.464032285,16.65908029,exit_gate_floor,1.2235262,3.521340015,0.241757298,1.081292537,0.883751028,3.256602532
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.252379435,2.153923145,1.444431172,-0.04762056523,0.1539231449,-0.105568828,4.274863766,1.425909351,-0.1121676182,-0.1356236237,-0.4330498889,-0.4526823944,4.130788867,-8.720585437,-10.99917211,4.507799826,4.506404076,1.425838492,18.44646501,exit_gate_floor,1.0417531,3.696981094,0.556782659,1.049076584,1.007029961,3.524033565
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.270497224,2.029425194,1.517316341,-0.02950277601,0.02942519442,-0.03268365928,5.016441143,1.098798745,0.4068490146,-0.2525640793,0.7616775944,-0.5207140821,6.614946802,4.674087859,-8.670639544,5.151462564,5.135371498,-4.529787916,12.35491582,exit_gate_floor,1.3457425,3.785727925,0.3975927846,1.134027917,0.8426782366,3.338302231
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.259804964,2.140643801,1.428860962,-0.04019503589,0.1406438012,-0.1211390379,4.778705997,1.394748451,0.2356659154,-0.597544897,-0.03764286067,-0.4375784358,2.431535485,-7.520661274,-10.70978934,4.983662576,4.978087408,-2.710396114,16.27080314,exit_gate_floor,1.2525404,3.966057008,0.5285296198,1.031307788,0.8233728733,3.845657964
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.282328631,2.106964818,1.500876167,-0.01767136869,0.1069648182,-0.04912383345,4.995127467,0.9586699574,0.5367020697,-0.3576816705,0.7112576082,-0.3277487039,0.1167780845,3.384245424,-8.146614791,5.114527897,5.086290053,-6.023523985,10.86416093,exit_gate_floor,1.2869792,3.505165111,0.4327390559,1.127344654,0.8759618292,3.109222275
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.298410627,2.110058664,1.468736773,-0.001589372782,0.1100586636,-0.08126322702,4.844796409,1.200561159,0.3508928273,-0.4961511479,0.5931603067,-0.9600136514,3.514610966,-1.185133438,-10.07689278,5.003651179,4.991332422,-4.021302153,13.91777586,exit_gate_floor,1.2035389,3.698666649,0.925677685,1.086501926,0.9027559688,3.404197049
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.28320173,2.161255546,1.454716028,-0.01679826968,0.1612555456,-0.09528397162,4.821647724,1.04542923,0.3509928715,-0.3542090698,0.7201464019,-0.08762675808,6.599247043,2.068861633,-6.709943971,4.946150528,4.933681085,-4.069291228,12.23350896,exit_gate_floor,1.2531861,3.791724301,0.2878806719,1.056090377,0.8427242988,3.590340734
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.277641839,2.154560867,1.398024519,-0.0223581612,0.1545608666,-0.1519754807,4.058948448,0.842070895,0.3489135404,-0.4949033237,0.2330298163,-0.4176725485,-1.171849184,-6.80678744,-8.033870027,4.160034442,4.145376448,-4.811206886,11.72034335,exit_gate_floor,1.16506,3.755112781,0.6171332319,1.005373887,0.8629374339,3.735041093
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.2575496,2.060540449,1.473572107,-0.04245040044,0.06054044886,-0.0764278925,4.678801803,0.0677882929,0.1486365893,0.0236022355,0.3362744312,0.3836519017,2.202999178,0.09528940922,1.579932389,4.681652956,4.679292849,-1.819374628,0.8300653703,exit_gate_floor,1.1564897,3.360672902,-0.2411605571,1.082585792,0.9360963547,3.104301688
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.38150003,2.08102211,1.403865874,0.08150003001,0.0810221098,-0.1461341264,4.428800131,1.125918404,0.4503888454,-0.2613933114,0.4859019119,-0.1366742832,1.03580358,-3.114898044,-9.427178361,4.591820223,4.569678638,-5.62890889,14.26393228,exit_gate_floor,1.0951013,3.30306619,0.4859744154,1.015384584,0.9272060806,3.253019833
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.284442407,2.077071481,1.440616408,-0.01555759316,0.07707148062,-0.1093835919,4.298304547,1.542335991,0.2399421519,-0.01508588357,0.06163299283,-0.7573395609,6.68105389,-2.22425391,-14.15250367,4.572941561,4.566642343,-3.007689557,19.73921843,exit_gate_floor,1.0579267,2.925055819,0.6579962469,1.042344815,0.9852713001,2.806226669
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.369568129,2.052127747,1.551583473,0.06956812872,0.05212774729,0.001583473034,4.5215482,1.126726249,0.5271270126,0.6121338732,1.027233214,-0.562999224,11.621083,12.71470818,-11.74225317,4.689538682,4.659818684,-6.453964765,13.99257527,exit_gate_floor,1.1209585,2.297975364,0.08582077841,1.16436233,1.038720283,1.9735913
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.402399098,2.105426531,1.429356028,0.1023990976,0.1054265308,-0.1206439719,4.341532241,0.7349702223,0.3406768852,0.1862793736,0.324908405,0.2163697297,9.586603649,-1.987899528,-3.734212485,4.416462857,4.403303695,-4.424073719,9.608403615,exit_gate_floor,1.0661708,3.153671165,0.09702884003,1.035083515,0.9708421154,3.046779433
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.259269997,2.068819731,1.395309384,-0.04073000307,0.06881973108,-0.1546906159,4.322469419,1.139368722,0.32142297,-0.6823553781,0.299522926,-0.2136641227,1.064609597,-5.783383767,-8.971664273,4.481653232,4.470112187,-4.112768943,14.76682634,exit_gate_floor,1.0229717,3.070706481,0.4664125376,1.000214543,0.9777538748,3.070047822
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.260380897,2.017630774,1.405207225,-0.0396191027,0.01763077437,-0.1447927746,4.561563408,0.1942449324,0.6695626147,-0.3779911184,0.6600124304,0.4616168109,3.09934229,1.091373848,-0.9852593553,4.614532036,4.565697298,-8.342994917,2.438351527,exit_gate_floor,1.0362845,3.365171551,-0.3043197853,1.013777436,0.978280999,3.319438203
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.26802912,2.109172482,1.469697497,-0.03197087988,0.1091724825,-0.08030250344,4.771760194,1.444177806,-0.1590242129,-0.08291111259,0.01784438251,-0.3414380849,11.00361489,-4.900401458,-11.09968353,4.988049076,4.985513502,1.826958853,16.83848993,exit_gate_floor,1.192487,4.169802249,0.5069405554,1.075129536,0.9015859596,3.878418469
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.285607491,2.076069896,1.457479111,-0.01439250919,0.07606989611,-0.09252088889,4.208598227,1.040197739,0.3536400316,-0.4457420323,0.4599498883,-0.3451302696,3.707710441,-1.921851384,-9.172212919,4.349640404,4.335240521,-4.663482235,13.88300089,exit_gate_floor,1.0735056,3.359249005,0.4489911317,1.06045427,0.9878423273,3.167745276
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.295765089,2.110690569,1.428736832,-0.004234911297,0.1106905685,-0.1212631676,4.915658325,1.125017778,0.1006008696,-0.2202092017,0.5019274259,-0.4394239997,3.934808779,-4.929706753,-9.011742421,5.043756764,5.042753391,-1.142875789,12.89093745,exit_gate_floor,1.2044278,4.153519312,0.5795371224,1.039393435,0.862976955,3.996099235
